10986,stop
13989,left
16992,right
19994,left
22997,left
26000,forward
29003,stop
32005,left
35008,left
38011,forward
41014,right
44016,right
47019,right
50022,right
53024,forward
56027,forward
59030,stop
62033,forward
65035,stop
68038,stop
