11010,left
14013,left
17016,forward
20018,left
23021,right
26024,stop
29027,stop
32029,forward
35032,stop
38035,left
41037,left
44040,forward
47043,right
50046,right
53047,forward
56050,forward
59053,stop
62056,stop
65058,right
68061,right
