11009,right
14012,stop
17014,right
20017,left
23020,stop
26023,right
29025,stop
32028,left
35031,right
38034,left
41036,stop
44039,stop
47042,left
50045,left
53047,forward
56050,right
59100,forward
62103,forward
65106,forward
68108,forward
