11009,forward
14012,forward
17015,right
20017,forward
23020,left
26023,forward
29073,forward
32075,left
35078,left
38081,stop
41084,left
44086,left
47089,right
50092,right
53094,right
56097,right
59100,stop
62103,stop
65105,stop
68108,stop
