11056,stop
14058,stop
17061,left
20064,stop
23066,right
26069,right
29072,right
32075,forward
35077,stop
38080,right
41083,left
44086,right
47088,stop
50091,forward
53094,left
56097,left
59099,left
62102,forward
65105,forward
68107,forward
