10999,left
14001,forward
17004,forward
20007,forward
23009,stop
26012,forward
29015,stop
32018,forward
35020,left
38023,stop
41026,left
44028,stop
47030,stop
50033,left
53036,right
56039,right
59041,left
62044,right
65047,right
68050,right
