11134,right
14137,stop
17140,left
20142,right
23145,left
26148,left
29151,right
32153,right
35156,right
38159,stop
41162,left
44164,left
47167,stop
50170,stop
53173,stop
56175,forward
59178,forward
62181,forward
65184,forward
68186,forward
