11055,right
14058,stop
17061,left
20063,forward
23066,stop
26069,forward
29072,right
32074,left
35077,forward
38080,left
41083,stop
44085,stop
47088,left
50091,forward
53094,forward
56096,left
59099,stop
62102,right
65105,right
68107,right
