11010,forward
14013,forward
17016,right
20019,stop
23021,right
26024,right
29027,stop
32030,stop
35032,forward
38035,left
41038,stop
44041,left
47043,right
50046,stop
53049,right
56051,left
59054,left
62057,forward
65060,forward
68062,left
