11009,left
14012,forward
17015,forward
20018,right
23020,left
26023,forward
29026,left
32029,stop
35031,stop
38034,forward
41037,forward
44039,left
47042,right
50045,stop
53048,left
56050,stop
59053,stop
62056,right
65059,right
68061,right
