6006,right
11012,right
16503,left
21524,right
26528,stop
31533,right
36538,stop
41543,right
46547,forward
51551,stop
56556,stop
61560,left
66565,forward
71570,forward
76574,stop
81579,left
86583,forward
91588,forward
96593,left
101597,left
